,date,ct,dt,ct_ma,dt_ma
483,2021-05-29,3593,91,3800.4285714285716,96.0
484,2021-05-30,2874,49,3634.0,94.14285714285714
485,2021-05-31,1791,80,3502.5714285714284,93.42857142857143
486,2021-06-01,2639,101,3323.5714285714284,93.0
487,2021-06-02,3034,113,3109.4285714285716,92.57142857142857
488,2021-06-03,2831,111,2923.5714285714284,91.42857142857143
489,2021-06-04,2592,86,2764.8571428571427,90.14285714285714
490,2021-06-05,2650,64,2630.1428571428573,86.28571428571429
491,2021-06-06,2020,50,2508.1428571428573,86.42857142857143
492,2021-06-07,1280,75,2435.1428571428573,85.71428571428571
493,2021-06-08,1881,99,2326.8571428571427,85.42857142857143
494,2021-06-09,2238,96,2213.1428571428573,83.0
495,2021-06-10,2042,71,2100.4285714285716,77.28571428571429
496,2021-06-11,1934,63,2006.4285714285713,74.0
497,2021-06-12,1941,55,1905.142857142857,72.71428571428571
498,2021-06-13,1382,32,1814.0,70.14285714285714
499,2021-06-14,933,60,1764.4285714285713,68.0
500,2021-06-15,1417,67,1698.142857142857,63.42857142857143
501,2021-06-16,1707,80,1622.2857142857142,61.142857142857146
502,2021-06-17,1550,47,1552.0,57.714285714285715
503,2021-06-18,1620,48,1507.142857142857,55.57142857142857
504,2021-06-19,1518,28,1446.7142857142858,51.714285714285715
505,2021-06-20,1306,20,1435.857142857143,50.0
506,2021-06-21,868,35,1426.5714285714287,46.42857142857143
507,2021-06-22,1435,44,1429.142857142857,43.142857142857146
508,2021-06-23,1780,59,1439.5714285714287,40.142857142857146
509,2021-06-24,1674,42,1457.2857142857142,39.42857142857143
510,2021-06-25,1710,31,1470.142857142857,37.0
511,2021-06-26,1631,29,1486.2857142857142,37.142857142857146
512,2021-06-27,1282,10,1482.857142857143,35.714285714285715
513,2021-06-28,1001,38,1501.857142857143,36.142857142857146
514,2021-06-29,1380,30,1494.0,34.142857142857146
515,2021-06-30,1820,41,1499.7142857142858,31.571428571428573
516,2021-07-01,1754,24,1511.142857142857,29.0
517,2021-07-02,1775,25,1520.4285714285713,28.142857142857142
518,2021-07-03,1878,9,1555.7142857142858,25.285714285714285
519,2021-07-04,1485,6,1584.7142857142858,24.714285714285715
520,2021-07-05,1029,19,1588.7142857142858,22.0
521,2021-07-06,1668,22,1629.857142857143,20.857142857142858
522,2021-07-07,2189,14,1682.5714285714287,17.0
523,2021-07-08,2246,17,1752.857142857143,16.0
524,2021-07-09,2276,20,1824.4285714285713,15.285714285714286
525,2021-07-10,2458,11,1907.2857142857142,15.571428571428571
526,2021-07-11,2030,6,1985.142857142857,15.571428571428571
527,2021-07-12,1505,3,2053.1428571428573,13.285714285714286
528,2021-07-13,2384,18,2155.4285714285716,12.714285714285714
529,2021-07-14,3192,20,2298.714285714286,13.571428571428571
530,2021-07-15,3418,22,2466.1428571428573,14.285714285714286
531,2021-07-16,3433,10,2631.4285714285716,12.857142857142858
532,2021-07-17,3886,16,2835.4285714285716,13.571428571428571
533,2021-07-18,3101,4,2988.4285714285716,13.285714285714286
534,2021-07-19,2328,12,3106.0,14.571428571428571
535,2021-07-20,3759,20,3302.4285714285716,14.857142857142858
536,2021-07-21,4949,20,3553.4285714285716,14.857142857142858
537,2021-07-22,5399,6,3836.4285714285716,12.571428571428571
538,2021-07-23,4234,8,3950.8571428571427,12.285714285714286
539,2021-07-24,3594,8,3909.1428571428573,11.142857142857142
540,2021-07-25,5039,4,4186.0,11.142857142857142
541,2021-07-26,4709,12,4526.142857142857,11.142857142857142
542,2021-07-27,7670,12,5084.857142857143,10.0
543,2021-07-28,9628,9,5753.285714285715,8.428571428571429
544,2021-07-29,10752,14,6518.0,9.571428571428571
545,2021-07-30,10831,9,7460.428571428572,9.714285714285714
546,2021-07-31,12422,9,8721.57142857143,9.857142857142858
547,2021-08-01,10248,5,9465.714285714286,10.0
548,2021-08-02,8478,11,10004.142857142857,9.857142857142858
549,2021-08-03,12101,10,10637.142857142857,9.571428571428571
550,2021-08-04,14312,14,11306.285714285714,10.285714285714286
551,2021-08-05,15317,8,11958.42857142857,9.428571428571429
552,2021-08-06,15807,20,12669.285714285714,11.0
553,2021-08-07,15821,14,13154.857142857143,11.714285714285714
554,2021-08-08,14526,9,13766.0,12.285714285714286
555,2021-08-09,12178,12,14294.57142857143,12.428571428571429
556,2021-08-10,10733,19,14099.142857142857,13.714285714285714
557,2021-08-11,16028,20,14344.285714285714,14.571428571428571
558,2021-08-12,19034,24,14875.285714285714,16.857142857142858
559,2021-08-13,20496,25,15545.142857142857,17.571428571428573
560,2021-08-14,20303,18,16185.42857142857,18.142857142857142
561,2021-08-15,17888,10,16665.714285714286,18.285714285714285
562,2021-08-16,15007,27,17069.85714285714,20.428571428571427
563,2021-08-17,20105,47,18408.714285714286,24.428571428571427
564,2021-08-18,24096,30,19561.285714285714,25.857142857142858
565,2021-08-19,25341,28,20462.285714285714,26.428571428571427
566,2021-08-20,25992,36,21247.428571428572,28.0
567,2021-08-21,25662,34,22013.0,30.285714285714285
568,2021-08-22,22345,24,22649.714285714286,32.285714285714285
569,2021-08-23,16924,32,22923.571428571428,33.0
570,2021-08-24,21669,42,23147.0,32.285714285714285
571,2021-08-25,24411,45,23192.0,34.42857142857143
572,2021-08-26,25038,52,23148.714285714286,37.857142857142854
573,2021-08-27,24319,57,22909.714285714286,40.857142857142854
574,2021-08-28,22859,42,22509.285714285714,42.0
575,2021-08-29,19337,49,22079.571428571428,45.57142857142857
576,2021-08-30,13674,46,21615.285714285714,47.57142857142857
577,2021-08-31,17719,64,21051.0,50.714285714285715
578,2021-09-01,20028,71,20424.85714285714,54.42857142857143
579,2021-09-02,18216,65,19450.285714285714,56.285714285714285
580,2021-09-03,16721,64,18364.85714285714,57.285714285714285
581,2021-09-04,16014,60,17387.0,59.857142857142854
582,2021-09-05,12907,31,16468.428571428572,57.285714285714285
583,2021-09-06,8224,40,15689.857142857143,56.42857142857143
584,2021-09-07,10607,62,14673.857142857143,56.142857142857146
585,2021-09-08,12388,89,13582.42857142857,58.714285714285715
586,2021-09-09,10396,88,12465.285714285714,62.0
587,2021-09-10,8859,68,11342.142857142857,62.57142857142857
588,2021-09-11,8802,56,10311.857142857143,62.0
589,2021-09-12,7213,41,9498.42857142857,63.42857142857143
590,2021-09-13,4173,49,8919.714285714286,64.71428571428571
591,2021-09-14,6279,55,8301.42857142857,63.714285714285715
592,2021-09-15,6809,74,7504.428571428572,61.57142857142857
593,2021-09-16,5691,63,6832.285714285715,58.0
594,2021-09-17,5113,64,6297.142857142857,57.42857142857143
595,2021-09-18,4700,63,5711.142857142857,58.42857142857143
596,2021-09-19,3396,41,5165.857142857143,58.42857142857143
597,2021-09-20,2221,23,4887.0,54.714285714285715
598,2021-09-21,1770,47,4242.857142857143,53.57142857142857
599,2021-09-22,3243,54,3733.4285714285716,50.714285714285715
600,2021-09-23,3601,49,3434.8571428571427,48.714285714285715
601,2021-09-24,2095,45,3003.714285714286,46.0
602,2021-09-25,2670,33,2713.714285714286,41.714285714285715
603,2021-09-26,2136,21,2533.714285714286,38.857142857142854
604,2021-09-27,1148,28,2380.4285714285716,39.57142857142857
605,2021-09-28,1722,50,2373.5714285714284,40.0
606,2021-09-29,1983,48,2193.5714285714284,39.142857142857146
607,2021-09-30,1575,42,1904.142857142857,38.142857142857146
608,2021-10-01,1444,34,1811.142857142857,36.57142857142857
609,2021-10-02,1243,32,1607.2857142857142,36.42857142857143
610,2021-10-03,967,17,1440.2857142857142,35.857142857142854
611,2021-10-04,599,24,1361.857142857143,35.285714285714285
612,2021-10-05,979,36,1255.7142857142858,33.285714285714285
613,2021-10-06,1125,26,1133.142857142857,30.142857142857142
614,2021-10-07,972,39,1047.0,29.714285714285715
615,2021-10-08,827,46,958.8571428571429,31.428571428571427
616,2021-10-09,774,24,891.8571428571429,30.285714285714285
617,2021-10-10,553,10,832.7142857142857,29.285714285714285
618,2021-10-11,369,20,799.8571428571429,28.714285714285715
619,2021-10-12,607,30,746.7142857142857,27.857142857142858
620,2021-10-13,731,33,690.4285714285714,28.857142857142858
621,2021-10-14,617,33,639.7142857142857,28.0
622,2021-10-15,517,23,595.4285714285714,24.714285714285715
623,2021-10-16,500,13,556.2857142857143,23.142857142857142
624,2021-10-17,428,13,538.4285714285714,23.571428571428573
625,2021-10-18,230,17,518.5714285714286,23.142857142857142
626,2021-10-19,371,27,484.85714285714283,22.714285714285715
627,2021-10-20,388,10,435.85714285714283,19.428571428571427
628,2021-10-21,343,16,396.7142857142857,17.0
629,2021-10-22,324,12,369.14285714285717,15.428571428571429
630,2021-10-23,283,5,338.14285714285717,14.285714285714286
631,2021-10-24,232,8,310.14285714285717,13.571428571428571
632,2021-10-25,151,7,298.85714285714283,12.142857142857142
633,2021-10-26,310,15,290.14285714285717,10.428571428571429
634,2021-10-27,310,7,279.0,10.0
635,2021-10-28,273,9,269.0,9.0
636,2021-10-29,292,16,264.42857142857144,9.571428571428571
637,2021-10-30,284,7,264.57142857142856,9.857142857142858
638,2021-10-31,228,7,264.0,9.714285714285714
639,2021-11-01,84,7,254.42857142857142,9.714285714285714
640,2021-11-02,221,7,241.71428571428572,8.571428571428571
641,2021-11-03,264,8,235.14285714285714,8.714285714285714
642,2021-11-04,158,6,218.71428571428572,8.285714285714286
643,2021-11-05,225,12,209.14285714285714,7.714285714285714
644,2021-11-06,230,2,201.42857142857142,7.0
645,2021-11-07,157,0,191.28571428571428,6.0
646,2021-11-08,100,3,193.57142857142858,5.428571428571429
647,2021-11-09,194,3,189.71428571428572,4.857142857142857
648,2021-11-10,227,3,184.42857142857142,4.142857142857143
649,2021-11-11,215,4,192.57142857142858,3.857142857142857
650,2021-11-12,201,1,189.14285714285714,2.2857142857142856
651,2021-11-13,194,1,184.0,2.142857142857143
652,2021-11-14,145,2,182.28571428571428,2.4285714285714284
653,2021-11-15,78,1,179.14285714285714,2.142857142857143
654,2021-11-16,151,4,173.0,2.2857142857142856
655,2021-11-17,204,5,169.71428571428572,2.5714285714285716
656,2021-11-18,148,5,160.14285714285714,2.7142857142857144
657,2021-11-19,153,0,153.28571428571428,2.5714285714285716
658,2021-11-20,104,5,140.42857142857142,3.142857142857143
659,2021-11-21,157,0,142.14285714285714,2.857142857142857
660,2021-11-22,49,2,138.0,3.0
661,2021-11-23,111,2,132.28571428571428,2.7142857142857144
662,2021-11-24,77,2,114.14285714285714,2.2857142857142856
663,2021-11-25,119,2,110.0,1.8571428571428572
664,2021-11-26,121,2,105.42857142857143,2.142857142857143
665,2021-11-27,125,1,108.42857142857143,1.5714285714285714
666,2021-11-28,72,0,96.28571428571429,1.5714285714285714
667,2021-11-29,82,1,101.0,1.4285714285714286
668,2021-11-30,89,2,97.85714285714286,1.4285714285714286
669,2021-12-01,115,1,103.28571428571429,1.2857142857142858
670,2021-12-02,117,1,103.0,1.1428571428571428
671,2021-12-03,158,1,108.28571428571429,1.0
672,2021-12-04,120,0,107.57142857142857,0.8571428571428571
673,2021-12-05,104,0,112.14285714285714,0.8571428571428571
674,2021-12-06,81,1,112.0,0.8571428571428571
675,2021-12-07,111,2,115.14285714285714,0.8571428571428571
676,2021-12-08,135,3,118.0,1.1428571428571428
677,2021-12-09,154,1,123.28571428571429,1.1428571428571428
678,2021-12-10,146,1,121.57142857142857,1.1428571428571428
679,2021-12-11,137,1,124.0,1.2857142857142858
680,2021-12-12,135,0,128.42857142857142,1.2857142857142858
681,2021-12-13,77,1,127.85714285714286,1.2857142857142858
682,2021-12-14,139,1,131.85714285714286,1.1428571428571428
683,2021-12-15,159,1,135.28571428571428,0.8571428571428571
684,2021-12-16,175,3,138.28571428571428,1.1428571428571428
685,2021-12-17,187,0,144.14285714285714,1.0
686,2021-12-18,200,0,153.14285714285714,0.8571428571428571
687,2021-12-19,173,0,158.57142857142858,0.8571428571428571
688,2021-12-20,134,1,166.71428571428572,0.8571428571428571
689,2021-12-21,259,2,183.85714285714286,1.0
690,2021-12-22,251,2,197.0,1.1428571428571428
691,2021-12-23,288,2,213.14285714285714,1.0
692,2021-12-24,346,0,235.85714285714286,1.0
693,2021-12-25,319,1,252.85714285714286,1.1428571428571428
694,2021-12-26,263,0,265.7142857142857,1.1428571428571428
695,2021-12-27,214,0,277.14285714285717,1.0
696,2021-12-28,313,2,284.85714285714283,1.0
697,2021-12-29,467,4,315.7142857142857,1.2857142857142858
698,2021-12-30,535,0,351.0,1.0
699,2021-12-31,497,0,372.57142857142856,1.0
